# Frequency	NEF		NEP
 312.20913    2.94344   38.48071
 312.32834    2.91077   38.05465
 312.44755    2.71927   35.55060
 312.56676    2.63240   34.41506
 312.68597    2.70859   35.40912
 312.80518    2.96703   38.78779
 312.92439    3.03080   39.62358
 313.04359    2.83223   37.02672
 313.16280    2.79180   36.49767
 313.28201    2.88547   37.72197
 313.40122    2.82110   36.87904
 313.52043    2.87212   37.54779
 313.63964    2.81695   36.82723
 313.75885    2.90464   37.97418
 313.87806    2.92321   38.21695
 313.99727    2.98009   38.96299
 314.11648    2.98280   38.99710
 314.23569    2.97152   38.84709
 314.35490    2.83305   37.03635
 314.47411    2.77669   36.30103
 314.59332    2.76161   36.10494
 314.71252    2.80046   36.60992
 314.83173    3.03851   39.71980
 314.95094    2.91269   38.07458
 315.07015    2.95432   38.62214
 315.18936    2.80930   36.72714
 315.30857    2.69128   35.18358
 315.42778    2.87496   37.58349
 315.54699    3.07103   40.14915
 315.66620    3.00502   39.28619
 315.78541    2.92657   38.25939
 315.90462    2.75817   36.05835
 316.02383    2.85123   37.27308
 316.14304    2.86227   37.41901
 316.26225    2.88786   37.75600
 316.38145    2.95189   38.59129
 316.50066    3.05177   39.89825
 316.61987    3.18148   41.59481
 316.73908    3.12046   40.79445
 316.85829    2.94463   38.49199
 316.97750    2.84834   37.23243
 317.09671    2.86156   37.40974
 317.21592    3.00877   39.33608
 317.33513    2.94350   38.48179
 317.45434    3.04637   39.82697
 317.57355    3.00109   39.23401
 317.69276    2.94615   38.51616
 317.81197    3.01283   39.38803
 317.93118    2.93432   38.36072
 318.05038    2.90461   37.97519
 318.16959    2.83158   37.02020
 318.28880    2.82757   36.96763
 318.40801    2.92078   38.18319
 318.52722    3.04555   39.81396
 318.64643    2.93968   38.43242
 318.76564    2.99921   39.20814
 318.88485    2.96981   38.82327
 319.00406    3.11282   40.69428
 319.12327    2.93212   38.33291
 319.24248    2.75084   35.96325
 319.36169    2.70479   35.36115
 319.48090    2.78517   36.40981
 319.60011    2.87717   37.61191
 319.71931    2.94153   38.45396
 319.83852    2.90784   38.01477
 319.95773    2.79272   36.51093
 320.07694    2.92502   38.24011
 320.19615    2.97476   38.89022
 320.31536    2.90908   38.03206
 320.43457    2.74787   35.92271
 320.55378    2.83592   37.07338
 320.67299    2.93195   38.32975
 320.79220    2.73494   35.75469
 320.91141    2.75698   36.04208
 321.03062    2.97805   38.93354
 321.14983    3.04135   39.76186
 321.26904    2.92422   38.23029
 321.38824    3.04453   39.80424
 321.50745    2.94901   38.55515
 321.62666    2.88490   37.71554
 321.74587    2.83783   37.10040
 321.86508    2.75285   35.98818
 321.98429    2.70850   35.40707
 322.10350    2.86999   37.52099
 322.22271    2.88825   37.76118
 322.34192    3.04055   39.74912
 322.46113    2.99617   39.16824
 322.58034    2.97797   38.93156
 322.69955    3.14335   41.09408
 322.81876    3.06354   40.05289
 322.93797    2.95262   38.60166
 323.05717    3.02592   39.55937
 323.17638    2.85969   37.38281
 323.29559    2.79882   36.58864
 323.41480    2.79458   36.53342
 323.53401    2.92137   38.18986
 323.65322    2.91622   38.12195
 323.77243    2.90476   37.97315
 323.89164    2.83685   37.08592
 324.01085    2.88761   37.75001
 324.13006    3.14034   41.05378
 324.24927    2.98352   39.00552
 324.36848    2.92334   38.21980
 324.48769    2.95830   38.67400
 324.60690    2.87141   37.53893
 324.72610    2.87431   37.57878
 324.84531    2.83743   37.09375
 324.96452    3.03689   39.70202
 325.08373    2.81029   36.73934
 325.20294    2.85343   37.30271
 325.32215    2.88712   37.74122
 325.44136    2.85600   37.33339
 325.56057    2.83719   37.09022
 325.67978    2.84068   37.13977
 325.79899    2.86928   37.51324
 325.91820    3.04321   39.78661
 326.03741    3.19459   41.76542
 326.15662    3.08417   40.32245
 326.27583    2.82301   36.90811
 326.39503    2.91077   38.05152
 326.51424    2.98715   39.05033
 326.63345    2.88575   37.72565
 326.75266    2.81981   36.86438
 326.87187    2.79625   36.55414
 326.99108    2.84346   37.17170
 327.11029    2.95880   38.68145
 327.22950    3.01867   39.46350
 327.34871    2.90132   37.92936
 327.46792    3.01411   39.40514
 327.58713    2.96842   38.80954
 327.70634    2.86388   37.44047
 327.82555    2.94346   38.48014
 327.94476    2.81562   36.81070
 328.06396    2.74909   35.94196
 328.18317    2.90024   37.91656
 328.30238    2.98485   39.02385
 328.42159    2.93127   38.32218
 328.54080    3.00668   39.30648
 328.66001    2.88429   37.70558
 328.77922    2.89905   37.89982
 328.89843    2.88733   37.74615
 329.01764    3.08145   40.28328
 329.13685    3.01358   39.39640
 329.25606    2.98415   39.01278
 329.37527    2.96781   38.79797
 329.49448    2.99337   39.13280
 329.61369    3.03319   39.65168
 329.73289    2.86067   37.39952
 329.85210    2.74560   35.89549
 329.97131    2.80333   36.64565
 330.09052    2.97787   38.93036
 330.20973    2.84890   37.24604
 330.32894    2.89603   37.86153
 330.44815    3.03195   39.64027
 330.56736    2.89474   37.84447
 330.68657    2.76094   36.09480
 330.80578    2.80708   36.69954
 330.92499    2.94310   38.47555
 331.04420    2.97150   38.84717
 331.16341    3.11112   40.67474
 331.28262    3.12107   40.80300
 331.40182    2.88229   37.68329
 331.52103    2.80057   36.61309
 331.64024    2.83354   37.04446
 331.75945    2.93373   38.35263
 331.87866    3.08028   40.26840
 331.99787    3.06207   40.02960
 332.11708    2.84505   37.19334
 332.23629    2.87765   37.62065
 332.35550    2.92621   38.25402
 332.47471    2.99950   39.21046
 332.59392    2.91308   38.07955
 332.71313    2.77931   36.33140
 332.83234    2.88779   37.74960
 332.95155    2.86114   37.40246
 333.07076    2.90623   37.99274
 333.18996    3.03739   39.70934
 333.30917    3.03975   39.74018
 333.42838    3.04450   39.79983
 333.54759    3.00642   39.30107
 333.66680    2.98643   39.04049
 333.78601    2.95887   38.68077
 333.90522    2.83768   37.09907
 334.02443    2.76015   36.08403
 334.14364    2.94358   38.48180
 334.26285    2.94688   38.52548
 334.38206    2.96991   38.82576
 334.50127    2.81661   36.81961
 334.62048    2.75807   36.05497
 334.73969    2.73644   35.77398
 334.85889    2.76077   36.09272
 334.97810    2.79073   36.48434
 335.09731    2.81414   36.78946
 335.21652    2.76430   36.13835
 335.33573    2.83836   37.10516
 335.45494    2.88848   37.75938
 335.57415    3.00726   39.31411
 335.69336    2.92550   38.24609
 335.81257    2.88012   37.65211
 335.93178    2.74293   35.86120
 336.05099    2.72416   35.61378
 336.17020    2.63433   34.43750
 336.28941    2.81434   36.79359
 336.40862    2.93579   38.38465
 336.52782    2.82472   36.93222
 336.64703    2.84342   37.17261
 336.76624    2.78800   36.44888
 336.88545    2.83700   37.09011
 337.00466    3.06114   40.01920
 337.12387    3.14206   41.07600
 337.24308    2.83454   37.05562
 337.36229    2.71334   35.47472
 337.48150    2.86809   37.49844
 337.60071    2.93809   38.41192
 337.71992    2.93228   38.33441
 337.83913    2.93999   38.43202
 337.95834    2.80740   36.70051
 338.07755    2.83937   37.11868
 338.19675    2.76758   36.18275
 338.31596    2.64271   34.55055
 338.43517    2.77902   36.32991
 338.55438    3.04421   39.79880
 338.67359    2.88631   37.73413
 338.79280    2.84686   37.21705
 338.91201    2.78033   36.34838
 339.03122    2.76498   36.14986
 339.15043    2.90532   37.98294
 339.26964    3.11767   40.75927
 339.38885    2.92566   38.24773
 339.50806    2.93542   38.37338
 339.62727    2.93167   38.32309
 339.74648    2.89100   37.79094
 339.86568    2.96667   38.78333
 339.98489    3.07020   40.13665
 340.10410    2.83483   37.06053
 340.22331    2.88096   37.66423
 340.34252    3.14207   41.07655
 340.46173    2.89711   37.87547
 340.58094    2.82556   36.94089
 340.70015    2.76668   36.16816
 340.81936    2.78585   36.41832
 340.93857    2.89891   37.89664
 341.05778    2.90353   37.95754
 341.17699    2.94276   38.47338
 341.29620    2.91892   38.15990
 341.41541    2.78198   36.36770
 341.53461    2.88801   37.75702
 341.65382    2.99425   39.14474
 341.77303    2.89287   37.81949
 341.89224    2.82302   36.90672
 342.01145    2.88573   37.72339
 342.13066    2.76026   36.08270
 342.24987    2.72036   35.56258
 342.36908    2.66597   34.85096
 342.48829    2.75620   36.03274
 342.60750    2.78154   36.36474
 342.72671    2.80944   36.72918
 342.84592    2.86852   37.50249
 342.96513    2.91954   38.16837
 343.08434    2.86767   37.48912
 343.20354    3.04301   39.78072
 343.32275    3.00348   39.26585
 343.44196    2.86359   37.43871
 343.56117    2.83310   37.03715
 343.68038    2.97668   38.91330
 343.79959    2.90301   37.95046
 343.91880    2.82664   36.95479
 344.03801    2.89442   37.84211
 344.15722    2.89470   37.84411
 344.27643    2.86153   37.40806
 344.39564    2.89025   37.78457
 344.51485    2.88706   37.74436
 344.63406    2.93223   38.33450
 344.75327    2.89863   37.89499
 344.87247    2.89559   37.85300
 344.99168    2.81766   36.83527
 345.11089    2.82658   36.95084
 345.23010    2.88748   37.74716
 345.34931    3.03667   39.70045
 345.46852    3.15417   41.23566
 345.58773    2.86009   37.38984
 345.70694    2.84442   37.18791
 345.82615    2.90029   37.91669
 345.94536    2.96589   38.77332
 346.06457    2.95628   38.64842
 346.18378    2.96114   38.71131
 346.30299    2.93484   38.36765
 346.42220    3.02010   39.48399
 346.54140    2.93167   38.32842
 346.66061    3.03354   39.65844
 346.77982    2.91205   38.07009
 346.89903    2.97712   38.91912
 347.01824    2.83810   37.10274
 347.13745    2.80553   36.67751
 347.25666    3.03838   39.72146
 347.37587    2.90231   37.94280
 347.49508    2.75675   36.03819
 347.61429    2.87985   37.64855
 347.73350    2.87359   37.56665
 347.85271    2.80475   36.66522
 347.97192    2.86562   37.46186
 348.09113    2.78864   36.45677
 348.21033    2.77848   36.32371
 348.32954    2.84105   37.14176
 348.44875    2.72153   35.57848
 348.56796    2.89878   37.89753
 348.68717    2.88290   37.68818
 348.80638    2.78956   36.46610
 348.92559    2.82074   36.87435
 349.04480    2.98658   39.04401
 349.16401    3.04086   39.75413
 349.28322    3.16446   41.36920
 349.40243    3.06069   40.01181
 349.52164    2.99302   39.12698
 349.64085    3.01269   39.38536
 349.76006    3.15280   41.21593
 349.87926    3.16851   41.42150
 349.99847    2.89573   37.85711
 350.11768    3.05373   39.92116
 350.23689    2.99499   39.15250
 350.35610    2.87780   37.62303
 350.47531    2.69331   35.20971
 350.59452    2.73205   35.71721
 350.71373    2.77966   36.33817
 350.83294    2.84685   37.21516
 350.95215    2.99794   39.19222
 351.07136    2.85790   37.36083
 351.19057    2.79609   36.55133
 351.30978    2.69378   35.21559
 351.42899    2.88752   37.74836
 351.54819    3.00710   39.31456
 351.66740    2.81544   36.80673
 351.78661    2.96130   38.71540
 351.90582    3.00199   39.24738
 352.02503    2.93127   38.32213
 352.14424    2.80506   36.67211
 352.26345    2.91281   38.08064
 352.38266    2.87325   37.56461
 352.50187    2.78874   36.46171
 352.62108    2.91340   38.08758
 352.74029    2.94663   38.52038
 352.85950    2.78823   36.45232
 352.97871    2.73276   35.72768
 353.09792    2.89771   37.88138
 353.21712    2.86458   37.44816
 353.33633    2.92886   38.29042
 353.45554    2.96868   38.81137
 353.57475    2.81597   36.81605
 353.69396    3.00435   39.27828
 353.81317    2.80797   36.70969
 353.93238    2.74858   35.93315
 354.05159    2.94365   38.48253
 354.17080    2.97452   38.88682
 354.29001    3.00735   39.31528
 354.40922    2.82987   36.99435
 354.52843    2.89900   37.89957
 354.64764    2.89667   37.86962
 354.76685    2.81954   36.86166
 354.88605    2.71861   35.54211
 355.00526    2.73399   35.74190
 355.12447    2.75475   36.01250
 355.24368    2.70229   35.32675
 355.36289    2.78307   36.38292
 355.48210    2.74777   35.92336
 355.60131    2.83527   37.06720
 355.72052    2.85488   37.32359
 355.83973    2.73696   35.78194
 355.95894    2.91058   38.05166
 356.07815    3.07733   40.23005
 356.19736    2.79491   36.53737
 356.31657    2.72245   35.59135
 356.43578    2.80751   36.70217
 356.55499    2.74411   35.87605
 356.67419    2.78166   36.36620
 356.79340    2.83803   37.10267
 356.91261    2.78322   36.38626
 357.03182    2.72162   35.58149
 357.15103    2.77726   36.30883
 357.27024    2.87364   37.56838
 357.38945    2.90703   38.00262
 357.50866    2.96079   38.70412
 357.62787    2.83074   37.00542
 357.74708    2.79319   36.51658
 357.86629    2.74560   35.89311
 357.98550    2.69711   35.25742
 358.10471    2.90500   37.97755
 358.22392    2.81723   36.83089
 358.34312    2.89877   37.89469
 358.46233    2.88009   37.64953
 358.58154    2.80753   36.70407
 358.70075    2.86645   37.47141
 358.81996    2.86290   37.42434
 358.93917    3.00659   39.30464
 359.05838    2.88078   37.66205
 359.17759    2.88973   37.77688
 359.29680    2.86668   37.47692
 359.41601    2.93616   38.38563
 359.53522    2.94082   38.44588
 359.65443    2.95239   38.59658
 359.77364    3.00003   39.22178
 359.89285    3.03121   39.62868
 360.01205    3.05917   39.99541
 360.13126    2.88600   37.73359
 360.25047    2.84011   37.13148
 360.36968    2.88226   37.68103
 360.48889    2.74508   35.88624
 360.60810    2.85398   37.31101
 360.72731    2.84118   37.14207
 360.84652    2.73874   35.80406
 360.96573    2.78193   36.36616
 361.08494    2.83769   37.09707
 361.20415    2.83411   37.05198
 361.32336    2.80249   36.63514
 361.44257    2.97448   38.88540
 361.56178    2.88529   37.71936
 361.68098    2.85755   37.35539
 361.80019    2.88427   37.70630
 361.91940    2.95304   38.60600
 362.03861    2.78827   36.45162
 362.15782    2.76952   36.20646
 362.27703    2.95346   38.61193
 362.39624    2.88543   37.72343
 362.51545    2.79090   36.48638
 362.63466    2.68721   35.13133
 362.75387    2.70144   35.31732
 362.87308    2.90750   38.01001
 362.99229    2.77565   36.28602
 363.11150    2.82116   36.88166
 363.23071    2.83819   37.10506
 363.34991    2.93268   38.33952
 363.46912    2.82447   36.92661
 363.58833    2.76657   36.16626
 363.70754    2.86263   37.41985
 363.82675    2.93307   38.34296
 363.94596    2.93017   38.30368
 364.06517    2.92151   38.18823
 364.18438    2.81863   36.84689
 364.30359    2.75636   36.03373
 364.42280    2.78946   36.46765
 364.54201    2.94044   38.44136
 364.66122    2.91781   38.14435
 364.78043    2.71249   35.46000
 364.89964    2.82871   36.97927
 365.01884    2.95675   38.65422
 365.13805    2.76263   36.11820
 365.25726    2.66123   34.79397
 365.37647    2.85240   37.29198
 365.49568    2.97611   38.90713
 365.61489    3.00599   39.29683
 365.73410    2.81297   36.77287
 365.85331    2.70933   35.41820
 365.97252    2.80759   36.70559
 366.09173    2.86643   37.47551
 366.21094    2.83216   37.02611
 366.33015    2.95083   38.57628
 366.44936    2.95631   38.64915
 366.56857    2.84620   37.20883
 366.68777    2.86567   37.46427
 366.80698    2.87557   37.59490
 366.92619    2.83512   37.06604
 367.04540    2.79460   36.53690
 367.16461    2.67777   35.00783
 367.28382    2.96651   38.78232
 367.40303    3.07675   40.22362
 367.52224    2.95494   38.63208
 367.64145    2.87855   37.63204
 367.76066    2.90478   37.97721
 367.87987    2.78238   36.37692
 367.99908    3.01401   39.40435
 368.11829    3.01626   39.43175
 368.23750    2.96048   38.70338
 368.35670    2.86509   37.45370
 368.47591    2.99788   39.19216
 368.59512    3.10465   40.58717
 368.71433    3.02775   39.58269
 368.83354    2.92507   38.23996
 368.95275    2.75945   36.07566
 369.07196    2.78494   36.40946
 369.19117    2.77173   36.23592
 369.31038    2.84763   37.22727
 369.42959    2.97998   38.95668
 369.54880    2.89546   37.85245
 369.66801    2.83284   37.03417
 369.78722    2.75013   35.95216
 369.90643    2.84899   37.24494
 370.02563    2.74668   35.90887
 370.14484    2.65044   34.65171
 370.26405    2.75508   36.01734
 370.38326    2.85582   37.33435
 370.50247    2.86557   37.46340
 370.62168    2.90681   38.00175
 370.74089    2.92114   38.18912
 370.86010    2.68936   35.15957
 370.97931    2.69821   35.27291
 371.09852    2.79077   36.48389
 371.21773    2.79038   36.47833
 371.33694    2.98232   38.98671
 371.45615    2.97096   38.83796
 371.57536    2.93479   38.36552
 371.69456    3.04929   39.86261
 371.81377    2.98275   38.99409
 371.93298    2.90621   37.99463
 372.05219    2.89678   37.87061
 372.17140    2.95874   38.67945
 372.29061    2.92206   38.19939
 372.40982    2.80186   36.62820
 372.52903    2.82316   36.90757
 372.64824    2.85771   37.36114
 372.76745    2.76467   36.14482
 372.88666    2.97247   38.86097
 373.00587    2.95499   38.63095
 373.12508    2.83600   37.07632
 373.24429    2.81921   36.85600
 373.36349    2.92195   38.20009
 373.48270    2.88319   37.69131
 373.60191    2.84146   37.14581
 373.72112    2.76959   36.20627
 373.84033    2.73303   35.72844
 373.95954    2.83006   36.99652
 374.07875    2.95048   38.57217
 374.19796    2.92799   38.27634
 374.31717    2.96639   38.78025
 374.43638    2.89362   37.83014
 374.55559    2.73634   35.77108
 374.67480    2.75586   36.02624
 374.79401    2.77243   36.24229
 374.91322    2.91963   38.16758
 375.03242    2.79417   36.52754
 375.15163    2.83825   37.10593
 375.27084    2.90666   38.00404
 375.39005    2.96676   38.78706
 375.50926    2.90894   38.03079
 375.62847    2.71153   35.45000
 375.74768    2.90410   37.96733
 375.86689    2.94978   38.56434
 375.98610    2.88254   37.68457
 376.10531    2.87097   37.53257
 376.22452    2.80304   36.64609
 376.34373    2.81710   36.82714
 376.46294    2.87016   37.52219
 376.58215    2.83049   37.00347
 376.70135    2.73934   35.81172
 376.82056    2.68099   35.05018
 376.93977    2.77024   36.21681
 377.05898    2.84204   37.15289
 377.17819    2.88970   37.77843
 377.29740    2.93142   38.32401
 377.41661    3.05269   39.90832
 377.53582    2.94190   38.45863
 377.65503    2.81609   36.81488
 377.77424    2.90926   38.03525
 377.89345    3.07214   40.16482
 378.01266    2.89614   37.86153
 378.13187    3.02316   39.52142
 378.25108    2.95880   38.68179
 378.37029    3.07793   40.23834
 378.48949    3.03995   39.74358
 378.60870    2.98617   39.03687
 378.72791    2.90694   38.00159
 378.84712    2.91572   38.11971
 378.96633    2.97188   38.85416
 379.08554    2.95966   38.69459
 379.20475    2.91670   38.13347
 379.32396    2.98875   39.07395
 379.44317    2.82556   36.94025
 379.56238    2.73610   35.76997
 379.68159    2.78442   36.40049
 379.80080    2.89712   37.87558
 379.92001    2.82220   36.89549
 380.03922    2.77289   36.25003
 380.15842    2.73617   35.77033
 380.27763    2.74318   35.86313
 380.39684    2.92252   38.20693
 380.51605    3.03513   39.67654
 380.63526    2.97671   38.91371
 380.75447    2.78445   36.40248
 380.87368    2.86256   37.42483
 380.99289    2.97788   38.93171
 381.11210    2.99453   39.14840
 381.23131    2.89383   37.83003
 381.35052    2.71951   35.55384
 381.46973    2.78625   36.42343
 381.58894    2.80192   36.62698
 381.70815    2.76623   36.16106
 381.82735    2.88660   37.73837
 381.94656    3.10066   40.53669
 382.06577    2.85250   37.29229
 382.18498    2.66880   34.89197
 382.30419    2.83877   37.11185
 382.42340    2.84570   37.20075
 382.54261    2.97481   38.89171
 382.66182    2.86040   37.39671
 382.78103    2.79127   36.49430
 382.90024    2.99108   39.10401
 383.01945    2.84536   37.19737
 383.13866    2.90221   37.94147
 383.25787    3.10064   40.53668
 383.37708    3.11340   40.70278
 383.49628    2.99211   39.11584
 383.61549    2.71524   35.49608
 383.73470    2.83742   37.09361
 383.85391    2.77645   36.29697
 383.97312    2.93194   38.32884
 384.09233    2.90538   37.98209
 384.21154    2.94968   38.56338
 384.33075    2.90885   38.02992
 384.44996    2.76773   36.18280
 384.56917    2.75364   35.99895
 384.68838    2.74519   35.88797
 384.80759    2.91890   38.15981
 384.92680    2.79174   36.49514
 385.04601    2.66030   34.77705
 385.16521    2.69522   35.23382
 385.28442    2.68780   35.13769
 385.40363    2.71695   35.51740
 385.52284    2.96478   38.75777
 385.64205    2.94445   38.49202
 385.76126    2.89877   37.89457
 385.88047    2.75903   36.06617
 385.99968    2.67044   34.90902
 386.11889    2.81621   36.81890
 386.23810    2.81187   36.76181
 386.35731    2.84984   37.25839
 386.47652    2.84702   37.22047
 386.59573    3.02771   39.58078
 386.71494    2.82681   36.95576
 386.83414    2.79178   36.49684
 386.95335    2.89054   37.78781
 387.07256    2.93070   38.31266
 387.19177    2.88193   37.67439
 387.31098    2.93007   38.30631
 387.43019    3.02276   39.51734
 387.54940    2.97984   38.95587
 387.66861    2.88800   37.75486
 387.78782    2.88445   37.70753
 387.90703    2.88744   37.74773
 388.02624    2.71517   35.49810
 388.14545    2.65841   34.75484
 388.26466    2.78931   36.46493
 388.38387    2.85605   37.33691
 388.50307    2.73266   35.72507
 388.62228    2.77168   36.23509
 388.74149    2.93434   38.36016
 388.86070    2.77113   36.22707
 388.97991    2.72882   35.67607
 389.09912    2.84199   37.15482
 389.21833    2.74788   35.92409
 389.33754    2.65896   34.76060
 389.45675    2.96620   38.77765
 389.57596    2.82647   36.95068
 389.69517    2.80290   36.64133
 389.81438    2.90033   37.91470
 389.93359    2.86083   37.39996
 390.05280    2.71666   35.51720
 390.17200    2.73301   35.73084
 390.29121    2.81182   36.76000
 390.41042    2.81589   36.81302
 390.52963    2.93023   38.30867
 390.64884    2.83505   37.06494
 390.76805    2.90679   38.00168
 390.88726    2.73087   35.70013
 391.00647    2.61857   34.23258
 391.12568    2.77239   36.24516
 391.24489    2.90288   37.95182
 391.36410    2.82657   36.95423
 391.48331    2.71548   35.50077
 391.60252    2.89686   37.87076
 391.72173    3.05148   39.89316
 391.84093    2.99057   39.09641
 391.96014    2.81453   36.79226
 392.07935    2.87416   37.57339
 392.19856    2.94731   38.53025
 392.31777    2.84658   37.21076
 392.43698    2.70163   35.31651
 392.55619    2.68519   35.10415
 392.67540    2.81601   36.81548
 392.79461    2.89329   37.82514
 392.91382    2.91406   38.09718
 393.03303    2.89065   37.79187
 393.15224    2.80113   36.62143
 393.27145    2.74338   35.86648
 393.39066    2.85630   37.34307
 393.50986    2.90594   37.99151
 393.62907    3.04457   39.80134
 393.74828    2.99163   39.10978
 393.86749    2.77040   36.21915
 393.98670    2.60967   34.11664
 394.10591    2.83646   37.08200
 394.22512    2.85565   37.33264
 394.34433    2.88188   37.67629
 394.46354    2.97403   38.87889
 394.58275    2.87838   37.62761
 394.70196    2.75409   36.00348
 394.82117    2.77518   36.28119
 394.94038    3.02096   39.49485
 395.05959    3.02714   39.57593
 395.17879    2.87897   37.63778
 395.29800    2.82159   36.88490
 395.41721    2.78075   36.35190
 395.53642    2.89033   37.78508
 395.65563    2.78234   36.37315
 395.77484    2.74727   35.91453
 395.89405    2.79443   36.53123
 396.01326    2.80711   36.69701
 396.13247    2.83986   37.12717
 396.25168    2.89274   37.81695
 396.37089    2.79684   36.56573
 396.49010    2.72265   35.59425
 396.60931    2.75441   36.00721
 396.72852    2.84999   37.25865
 396.84772    3.09741   40.49524
 396.96693    3.04182   39.76841
 397.08614    2.92650   38.26027
 397.20535    2.74926   35.94289
 397.32456    2.84049   37.13464
 397.44377    2.69874   35.28122
 397.56298    2.82381   36.91495
 397.68219    2.92880   38.28889
 397.80140    3.03336   39.65567
 397.92061    2.92580   38.25006
 398.03982    2.80520   36.67427
 398.15903    2.74925   35.94202
 398.27824    2.94665   38.52276
 398.39745    2.93588   38.38089
 398.51665    2.83856   37.10773
 398.63586    2.88479   37.71124
 398.75507    2.89035   37.78368
 398.87428    2.90691   37.99934
 398.99349    3.09575   40.46863
 399.11270    2.89795   37.88592
 399.23191    2.74666   35.90935
 399.35112    2.66758   34.87100
 399.47033    2.58389   33.77924
 399.58954    2.71439   35.48524
 399.70875    2.79936   36.59639
 399.82796    2.97042   38.83079
 399.94717    2.94952   38.55869
 400.06638    2.76387   36.13448
 400.18559    2.82217   36.89597
 400.30479    2.86554   37.46383
 400.42400    2.92841   38.28330
 400.54321    2.98343   39.00180
 400.66242    2.92048   38.17886
 400.78163    2.81268   36.77203
 400.90084    2.76497   36.14685
 401.02005    2.82895   36.98363
 401.13926    2.77730   36.30818
 401.25847    2.73013   35.68994
 401.37768    2.93804   38.40960
 401.49689    2.90220   37.94000
 401.61610    2.99583   39.16446
 401.73531    2.97977   38.95672
 401.85452    2.81703   36.82702
 401.97372    2.76212   36.10866
 402.09293    2.98179   38.98094
 402.21214    2.89284   37.82025
 402.33135    2.67453   34.96579
 402.45056    2.86886   37.50667
 402.56977    2.81225   36.76847
 402.68898    2.77398   36.26654
 402.80819    2.86289   37.42633
 402.92740    2.94749   38.52960
 403.04661    2.90309   37.95277
 403.16582    2.83205   37.02659
 403.28503    2.90323   37.95512
 403.40424    2.99820   39.19727
 403.52345    2.91318   38.08645
 403.64265    2.82482   36.92896
 403.76186    2.80482   36.66952
 403.88107    2.73551   35.76415
 404.00028    2.92986   38.30430
 404.11949    3.19652   41.78981
 404.23870    3.07279   40.17099
 404.35791    2.75558   36.02440
 404.47712    2.83132   37.01402
 404.59633    2.84948   37.25089
 404.71554    2.83541   37.06868
 404.83475    2.94227   38.46674
 404.95396    2.87424   37.57434
 405.07317    2.92147   38.19106
 405.19238    2.90708   38.00470
 405.31158    2.87702   37.61232
 405.43079    2.76173   36.10585
 405.55000    2.78294   36.38189
 405.66921    2.62464   34.31276
 405.78842    2.70928   35.42125
 405.90763    2.80398   36.65839
 406.02684    2.88885   37.76784
 406.14605    3.12658   40.87521
 406.26526    2.96285   38.73275
 406.38447    2.82289   36.90616
 406.50368    3.04235   39.77572
 406.62289    2.95918   38.68583
 406.74210    2.93785   38.40698
 406.86131    2.73793   35.79344
 406.98051    2.71163   35.44924
 407.09972    2.76362   36.12905
 407.21893    2.91858   38.15584
 407.33814    2.88190   37.67517
 407.45735    2.73862   35.80132
 407.57656    2.71617   35.50886
 407.69577    2.80140   36.62440
 407.81498    2.78599   36.42302
 407.93419    2.60365   34.03943
 408.05340    2.72946   35.68300
 408.17261    3.02500   39.54659
 408.29182    3.03983   39.74222
 408.41103    2.98968   39.08454
 408.53024    2.91262   38.07915
 408.64944    2.89050   37.78982
 408.76865    2.82286   36.90479
 408.88786    2.90691   38.00380
 409.00707    2.76538   36.15385
 409.12628    2.90529   37.98123
 409.24549    2.87162   37.54188
 409.36470    2.91432   38.09950
 409.48391    2.82185   36.88940
 409.60312    2.80365   36.64975
 409.72233    2.97419   38.88035
 409.84154    2.87520   37.58750
 409.96075    2.77971   36.34087
 410.07996    2.84605   37.20867
 410.19917    2.81684   36.82351
 410.31837    2.67584   34.98032
 410.43758    2.92694   38.26397
 410.55679    3.12206   40.81396
 410.67600    2.98442   39.01408
 410.79521    2.92199   38.20163
 410.91442    2.89406   37.83651
 411.03363    2.82186   36.89226
 411.15284    2.67358   34.95070
 411.27205    2.69302   35.20564
 411.39126    2.70735   35.39319
 411.51047    2.71246   35.45736
 411.62968    2.67910   35.02226
 411.74889    2.71255   35.46074
 411.86810    2.78352   36.38945
 411.98730    2.95748   38.66196
 412.10651    2.88954   37.77461
 412.22572    2.90728   38.00764
 412.34493    3.01407   39.40232
 412.46414    2.91651   38.12868
 412.58335    2.84535   37.19851
 412.70256    2.86237   37.41832
 412.82177    2.87689   37.60748
 412.94098    2.86502   37.45289
 413.06019    2.77594   36.29084
 413.17940    2.85692   37.35074
 413.29861    2.83464   37.06085
 413.41782    2.77980   36.34277
 413.53703    2.87587   37.59572
 413.65623    2.79267   36.50822
 413.77544    2.93891   38.42027
 413.89465    2.94971   38.56241
 414.01386    2.84312   37.16757
 414.13307    2.76222   36.11069
 414.25228    2.72493   35.62341
 414.37149    2.69658   35.25337
 414.49070    2.76238   36.11485
 414.60991    2.80196   36.63060
 414.72912    2.86256   37.42150
 414.84833    2.88838   37.75901
 414.96754    2.88276   37.68431
 415.08675    2.97908   38.94584
 415.20596    3.09694   40.48875
 415.32516    3.06966   40.13263
 415.44437    2.92811   38.28318
 415.56358    2.81594   36.81280
 415.68279    2.78490   36.40480
 415.80200    2.89456   37.83849
 415.92121    2.89312   37.82247
 416.04042    2.74072   35.83108
 416.15963    2.86936   37.51261
 416.27884    2.95841   38.67625
